NHS England Region,Code,Name,Up to 01-Mar-20,Awaiting verification,Total,date,num_deaths,sum_deaths_rolling_week
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-16,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-17,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-18,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-19,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-20,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-21,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-22,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-23,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-24,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-25,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-26,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-27,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-28,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-29,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-30,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-03-31,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-01,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-02,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-03,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-04,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-05,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-06,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-07,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-08,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-09,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-10,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-11,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-12,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-13,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-14,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-15,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-16,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-17,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-18,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-19,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-20,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-21,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-22,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-23,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-24,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-25,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-26,1.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-27,0.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-28,0.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-29,0.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-04-30,0.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-01,0.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-02,0.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-03,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-04,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-05,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-06,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-07,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-08,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-09,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-10,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-11,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-12,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-13,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-14,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-15,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-16,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-17,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-18,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-19,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-20,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-21,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-22,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-23,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-24,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-25,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-26,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-27,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-28,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-29,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-30,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-05-31,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-01,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-02,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-03,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-04,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-05,1.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-06,0.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-07,0.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-08,0.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-09,0.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-10,0.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-11,0.0,1.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-12,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-13,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-14,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-15,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-16,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-17,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-18,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-19,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-20,0.0,0.0
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,0.0,0.0,2.0,2020-06-21,0.0,0.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-01,0.0,
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-02,0.0,
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-03,0.0,
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-04,0.0,
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-05,0.0,
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-06,0.0,
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-07,0.0,0.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-08,0.0,0.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-09,0.0,0.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-10,0.0,0.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-11,0.0,0.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-12,1.0,1.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-13,2.0,3.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-14,1.0,4.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-15,1.0,5.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-16,2.0,7.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-17,1.0,8.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-18,4.0,12.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-19,7.0,18.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-20,8.0,24.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-21,9.0,32.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-22,6.0,37.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-23,12.0,47.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-24,11.0,57.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-25,18.0,71.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-26,12.0,76.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-27,16.0,84.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-28,20.0,95.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-29,18.0,107.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-30,24.0,119.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-03-31,19.0,127.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-01,23.0,132.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-02,26.0,146.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-03,24.0,154.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-04,17.0,151.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-05,22.0,155.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-06,18.0,149.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-07,25.0,155.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-08,22.0,154.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-09,17.0,145.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-10,16.0,137.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-11,14.0,134.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-12,13.0,125.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-13,10.0,117.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-14,10.0,102.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-15,11.0,91.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-16,12.0,86.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-17,6.0,76.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-18,6.0,68.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-19,6.0,61.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-20,9.0,60.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-21,6.0,56.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-22,14.0,59.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-23,2.0,49.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-24,9.0,52.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-25,3.0,49.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-26,5.0,48.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-27,3.0,42.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-28,2.0,38.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-29,2.0,26.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-04-30,3.0,27.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-01,4.0,22.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-02,3.0,22.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-03,4.0,21.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-04,4.0,22.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-05,4.0,24.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-06,4.0,26.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-07,1.0,24.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-08,2.0,22.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-09,2.0,21.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-10,2.0,19.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-11,0.0,15.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-12,2.0,13.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-13,1.0,10.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-14,2.0,11.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-15,1.0,10.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-16,0.0,8.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-17,0.0,6.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-18,1.0,7.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-19,0.0,5.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-20,0.0,4.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-21,2.0,4.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-22,0.0,3.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-23,0.0,3.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-24,0.0,3.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-25,1.0,3.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-26,2.0,5.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-27,1.0,6.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-28,0.0,4.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-29,3.0,7.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-30,3.0,10.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-05-31,2.0,12.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-01,0.0,11.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-02,1.0,10.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-03,0.0,9.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-04,1.0,10.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-05,0.0,7.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-06,0.0,4.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-07,0.0,2.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-08,2.0,4.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-09,0.0,3.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-10,0.0,3.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-11,2.0,4.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-12,0.0,4.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-13,1.0,5.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-14,0.0,5.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-15,1.0,4.0
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.0,0.0,607.0,2020-06-16,0.0,4.0
